gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	celltype
BATF3	9.270241255316741e-9	-0.9905813657940914	0.055	0.244	1.680138525113606e-4	C4_CD4_Cytotoxic|Th1_IFNG
RPS26	5.233252536382793e-8	-0.5008655101672028	0.992	1	9.484746896940173e-4	C4_CD4_Cytotoxic|Th1_IFNG
LGALS3	5.537520895520774e-8	-0.8014702553728124	0.033	0.178	0.001003620287104185	C4_CD4_Cytotoxic|Th1_IFNG
PPP1CC	5.6150426083655065e-8	1.3498626649615948	0.606	0.178	0.0010176703223401644	C4_CD4_Cytotoxic|Th1_IFNG
CSF1	7.424985165149732e-8	-0.7453854798202109	0.027	0.156	0.0013457043113317374	C4_CD4_Cytotoxic|Th1_IFNG
TNFSF8	7.97255552716327e-8	1.3249313901540503	0.781	0.378	0.001444945963743071	C4_CD4_Cytotoxic|Th1_IFNG
HOPX	8.484511012437356e-8	-0.613116222151934	0.02	0.133	0.0015377327758941464	C4_CD4_Cytotoxic|Th1_IFNG
SH3BP5	1.1300529866875482e-7	-0.4026517955090119	0.02	0.133	0.0020481080330725125	C4_CD4_Cytotoxic|Th1_IFNG
BTLA	1.3804148681907753e-7	1.295792652457288	0.509	0.067	0.002501863907108961	C4_CD4_Cytotoxic|Th1_IFNG
IL2RB	1.4671132397806019e-7	-1.267587517922108	0.16	0.422	0.0026589960357783628	C4_CD4_Cytotoxic|Th1_IFNG
FOXP1	1.66130547719766e-7	-1.2270798349628493	0.345	0.667	0.003010950046873039	C4_CD4_Cytotoxic|Th1_IFNG
TSHZ2	1.6992997388931492e-7	1.4353986328424797	0.467	0.044	0.0030798108467699438	C4_CD4_Cytotoxic|Th1_IFNG
ANTXR2	5.392829245428154e-7	-0.500936266510041	0.016	0.111	0.009773963724413987	C4_CD4_Cytotoxic|Th1_IFNG
KBTBD8	1.2245660258748853e-6	-0.6861596756771934	0.066	0.244	0.02219403465295642	C4_CD4_Cytotoxic|Th1_IFNG
NCF1	1.2249311645288218e-6	-0.2957168705314682	0.017	0.111	0.022200652425920366	C4_CD4_Cytotoxic|Th1_IFNG
TNFSF9	1.4482295885354956e-6	-1.5696545770742623	0.079	0.267	0.026247713062617323	C4_CD4_Cytotoxic|Th1_IFNG
FKBP1A	1.986192864829959e-6	0.9830831939773705	0.729	0.356	0.03599775948217818	C4_CD4_Cytotoxic|Th1_IFNG
SFXN1	2.1129589443282584e-6	1.1007899193322468	0.664	0.311	0.038295267907005354	C4_CD4_Cytotoxic|Th1_IFNG
IL23A	2.1831164835355257e-6	-0.845588995970592	0.106	0.311	0.03956680314759787	C4_CD4_Cytotoxic|Th1_IFNG
IFITM1	2.9986481275283162e-6	1.1835300506816013	0.735	0.4	0.0543474986633232	C4_CD4_Cytotoxic|Th1_IFNG
FABP5	3.1212594061480275e-6	0.8945728644393962	0.913	0.756	0.05656970547702685	C4_CD4_Cytotoxic|Th1_IFNG
ATP5F1D	4.040032405889912e-6	1.00762258218332	0.619	0.244	0.07322154732434877	C4_CD4_Cytotoxic|Th1_IFNG
JAK1	4.295759774313097e-6	-1.0209567347335209	0.281	0.533	0.07785635014965056	C4_CD4_Cytotoxic|Th1_IFNG
G0S2	5.313329033927334e-6	2.3718498320992594	0.393	0.044	0.09629877541089901	C4_CD4_Cytotoxic|Th1_IFNG
CTLA4	5.466665446526224e-6	-1.517000629194039	0.254	0.489	0.09907784455284128	C4_CD4_Cytotoxic|Th1_IFNG
PFN1	6.080488052608419e-6	0.5791950518697337	0.96	0.844	0.11020276546547497	C4_CD4_Cytotoxic|Th1_IFNG
SLAMF1	6.266353158620395e-6	-0.990869247061861	0.502	0.711	0.11357138464683604	C4_CD4_Cytotoxic|Th1_IFNG
RPL21	9.750284075610357e-6	-0.3768603620675375	0.978	1	0.1767141485863621	C4_CD4_Cytotoxic|Th1_IFNG
CD44	1.123760777476961e-5	-0.793434102057005	0.778	0.889	0.20367040330992442	C4_CD4_Cytotoxic|Th1_IFNG
TMSB4X	1.6377143966242264e-5	0.8691264702369574	0.951	0.867	0.2968193572441748	C4_CD4_Cytotoxic|Th1_IFNG
AQP3	1.8079444816627018e-5	-0.6210012004608361	0.021	0.111	0.32767185785654807	C4_CD4_Cytotoxic|Th1_IFNG
COX6C	2.3963082959171634e-5	0.659292305330633	0.819	0.622	0.4343069155520267	C4_CD4_Cytotoxic|Th1_IFNG
CD99	2.901649936956018e-5	0.9393459669890665	0.641	0.311	0.5258950345739087	C4_CD4_Cytotoxic|Th1_IFNG
IL21	2.9116743261972223e-5	1.4262166119850304	0.538	0.178	0.5277118548799846	C4_CD4_Cytotoxic|Th1_IFNG
COX4I1	3.924986959330778e-5	0.6101704869218425	0.875	0.756	0.7113646365091102	C4_CD4_Cytotoxic|Th1_IFNG
GMFG	4.278331179316654e-5	0.855733449945305	0.535	0.2	0.7754047429393504	C4_CD4_Cytotoxic|Th1_IFNG
C4orf48	4.784284837068623e-5	0.6966976726136325	0.638	0.356	0.8671037838703172	C4_CD4_Cytotoxic|Th1_IFNG
IL2	4.803784944192045e-5	0.9744418139443232	0.809	0.556	0.8706379832853662	C4_CD4_Cytotoxic|Th1_IFNG
MT-CYB	5.022656101555442e-5	-0.7123399461543434	0.857	0.978	0.9103061918459083	C4_CD4_Cytotoxic|Th1_IFNG
ANKRD28	5.0252935856707355e-5	-0.49494664114286174	0.03	0.133	0.9107842094669641	C4_CD4_Cytotoxic|Th1_IFNG
GNG4	5.2278972680527245e-5	1.014924256491223	0.43	0.111	0.9475041008618758	C4_CD4_Cytotoxic|Th1_IFNG
BICDL1	5.639347665600183e-5	1.0318405368971246	0.394	0.089	1	C4_CD4_Cytotoxic|Th1_IFNG
TXNL4A	7.174626052267436e-5	-0.5937952141418352	0.303	0.533	1	C4_CD4_Cytotoxic|Th1_IFNG
RPL13A	7.542764932856496e-5	-0.46666335847123985	0.91	0.978	1	C4_CD4_Cytotoxic|Th1_IFNG
RPS17	8.432267555910163e-5	-0.7455799455729926	0.67	0.778	1	C4_CD4_Cytotoxic|Th1_IFNG
NMB	9.780530949827751e-5	1.6097220345727665	0.331	0.044	1	C4_CD4_Cytotoxic|Th1_IFNG
RAD23A	9.83227593599946e-5	0.8943780331374125	0.481	0.178	1	C4_CD4_Cytotoxic|Th1_IFNG
IRF8	1.2165770882745146e-4	0.9975613751527708	0.432	0.133	1	C4_CD4_Cytotoxic|Th1_IFNG
SYNE2	1.335434620284767e-4	1.0920034049893121	0.492	0.2	1	C4_CD4_Cytotoxic|Th1_IFNG
MIR155HG	1.3623763544037706e-4	-0.6902269692725778	0.908	0.956	1	C4_CD4_Cytotoxic|Th1_IFNG
DYNLL1	1.418310735570939e-4	0.9662752366789121	0.462	0.178	1	C4_CD4_Cytotoxic|Th1_IFNG
LDHB	1.440110486941713e-4	0.6125393997659172	0.848	0.756	1	C4_CD4_Cytotoxic|Th1_IFNG
RBM12	1.5387321088285876e-4	-0.7962710645452041	0.206	0.4	1	C4_CD4_Cytotoxic|Th1_IFNG
DDX3Y	1.6828961198586461e-4	0.8022535200111254	0.244	0	1	C4_CD4_Cytotoxic|Th1_IFNG
PRDX1	1.7551995483372767e-4	0.4239520324936388	0.915	0.889	1	C4_CD4_Cytotoxic|Th1_IFNG
POU2AF1	1.9590618202305627e-4	0.9522908573202447	0.372	0.089	1	C4_CD4_Cytotoxic|Th1_IFNG
IFNG	2.425393768043788e-4	-2.227791468651021	0.481	0.622	1	C4_CD4_Cytotoxic|Th1_IFNG
AL138963.3	2.568414621663121e-4	1.2500021467723577	0.453	0.178	1	C4_CD4_Cytotoxic|Th1_IFNG
ACTG1	2.6785534352805166e-4	-0.584397893042977	0.853	0.956	1	C4_CD4_Cytotoxic|Th1_IFNG
LRPPRC	2.7174999834180945e-4	0.9365439526286696	0.419	0.133	1	C4_CD4_Cytotoxic|Th1_IFNG
UBE2I	2.778587739470371e-4	0.6913075075947672	0.547	0.244	1	C4_CD4_Cytotoxic|Th1_IFNG
AGFG1	3.0794745396422096e-4	0.8691377818641449	0.385	0.111	1	C4_CD4_Cytotoxic|Th1_IFNG
CPM	3.154616567138123e-4	1.0303142665987515	0.228	0	1	C4_CD4_Cytotoxic|Th1_IFNG
RHOA	3.514661211011855e-4	0.7001957292511551	0.766	0.6	1	C4_CD4_Cytotoxic|Th1_IFNG
HIST1H4C	3.6656379753900216e-4	-0.8098469743235039	0.28	0.467	1	C4_CD4_Cytotoxic|Th1_IFNG
PSMB8	3.69564514389577e-4	0.7907966218136018	0.525	0.244	1	C4_CD4_Cytotoxic|Th1_IFNG
HIF1A	3.9389897098638494e-4	0.5744259634507554	0.708	0.378	1	C4_CD4_Cytotoxic|Th1_IFNG
CYLD	4.1538712864786745e-4	0.8508113181836952	0.359	0.089	1	C4_CD4_Cytotoxic|Th1_IFNG
TIMM17A	4.17210003949843e-4	0.6481391597660929	0.413	0.156	1	C4_CD4_Cytotoxic|Th1_IFNG
RPS24	4.3403592984275687e-4	0.27112119112749955	0.996	1	1	C4_CD4_Cytotoxic|Th1_IFNG
PDP1	4.849597673574344e-4	-0.4137656466611137	0.047	0.156	1	C4_CD4_Cytotoxic|Th1_IFNG
EMG1	5.033136234625835e-4	-0.49271936881900696	0.083	0.222	1	C4_CD4_Cytotoxic|Th1_IFNG
IGFBP4	5.27137733349844e-4	1.0181657031930986	0.275	0.044	1	C4_CD4_Cytotoxic|Th1_IFNG
OSBPL3	5.679233372838852e-4	0.8628697121302941	0.306	0.067	1	C4_CD4_Cytotoxic|Th1_IFNG
MAGOH	5.812254684613048e-4	0.6484205642100851	0.708	0.467	1	C4_CD4_Cytotoxic|Th1_IFNG
IFITM3	5.853558289645824e-4	0.7560967830884117	0.252	0.022	1	C4_CD4_Cytotoxic|Th1_IFNG
CST7	5.992027804247481e-4	0.917078034760853	0.485	0.222	1	C4_CD4_Cytotoxic|Th1_IFNG
BCAT1	5.999764336524015e-4	0.8151419876609126	0.211	0	1	C4_CD4_Cytotoxic|Th1_IFNG
MDN1	6.873343181634527e-4	0.799317122678836	0.316	0.067	1	C4_CD4_Cytotoxic|Th1_IFNG
STT3B	7.032160488399472e-4	0.7764063123760585	0.273	0.044	1	C4_CD4_Cytotoxic|Th1_IFNG
ELMO1	7.333590102023261e-4	0.7672564579264642	0.397	0.133	1	C4_CD4_Cytotoxic|Th1_IFNG
FAM129A	7.626363032738526e-4	-0.3436576086264123	0.07	0.2	1	C4_CD4_Cytotoxic|Th1_IFNG
NFKBIA	7.635954020250618e-4	-0.9552719050113403	0.776	0.822	1	C4_CD4_Cytotoxic|Th1_IFNG
CCL20	7.702293638026921e-4	-3.3969586169441475	0.163	0.311	1	C4_CD4_Cytotoxic|Th1_IFNG
TNFRSF1B	7.798121348295135e-4	-0.9495407050357307	0.384	0.533	1	C4_CD4_Cytotoxic|Th1_IFNG
PDCD5	7.917944913087958e-4	0.6816864905153357	0.604	0.311	1	C4_CD4_Cytotoxic|Th1_IFNG
HS3ST3B1	8.031587588653734e-4	-0.3541629867801023	0.028	0.111	1	C4_CD4_Cytotoxic|Th1_IFNG
EIF1AY	8.113327016930618e-4	0.6592970658331119	0.202	0	1	C4_CD4_Cytotoxic|Th1_IFNG
PRDM1	8.337338438466251e-4	-0.5098733701280191	0.06	0.178	1	C4_CD4_Cytotoxic|Th1_IFNG
UBXN1	8.816273352132017e-4	0.707433529476823	0.493	0.222	1	C4_CD4_Cytotoxic|Th1_IFNG
REXO2	8.953756855957125e-4	0.45716778452964135	0.5	0.222	1	C4_CD4_Cytotoxic|Th1_IFNG
SELL	9.366340954530284e-4	0.8906407635507394	0.43	0.178	1	C4_CD4_Cytotoxic|Th1_IFNG
FASLG	0.0010551624915297918	-0.7291779400843217	0.154	0.311	1	C4_CD4_Cytotoxic|Th1_IFNG
EIF2A	0.0010618631713380387	0.761841512855125	0.347	0.111	1	C4_CD4_Cytotoxic|Th1_IFNG
TMSB10	0.0010952365888317302	0.5372055649200087	0.953	0.933	1	C4_CD4_Cytotoxic|Th1_IFNG
ATP5MD	0.0011007847912343459	0.5243903853134966	0.837	0.733	1	C4_CD4_Cytotoxic|Th1_IFNG
TUBB2A	0.0011650727610833694	-0.5796517171527311	0.03	0.111	1	C4_CD4_Cytotoxic|Th1_IFNG
MRPS30	0.001176160050488107	0.6797450445836477	0.266	0.044	1	C4_CD4_Cytotoxic|Th1_IFNG
CKS2	0.0011991256263979863	0.630273156720041	0.602	0.311	1	C4_CD4_Cytotoxic|Th1_IFNG
MAF1	0.0012138485064784534	0.5759847314185531	0.296	0.067	1	C4_CD4_Cytotoxic|Th1_IFNG
HLA-E	0.0012336627001166057	-0.4234766322202823	0.941	0.978	1	C4_CD4_Cytotoxic|Th1_IFNG
AHI1	0.0012761865151914213	0.655362354058703	0.481	0.222	1	C4_CD4_Cytotoxic|Th1_IFNG
CFL1	0.0012817185714698242	0.4679123513958854	0.887	0.778	1	C4_CD4_Cytotoxic|Th1_IFNG
KIAA0513	0.0012952232500287979	-0.2842121670825446	0.029	0.111	1	C4_CD4_Cytotoxic|Th1_IFNG
PAG1	0.001323635157218791	-0.576524451658475	0.041	0.133	1	C4_CD4_Cytotoxic|Th1_IFNG
SF3B6	0.0013775004007342626	0.6783020284413714	0.632	0.422	1	C4_CD4_Cytotoxic|Th1_IFNG
MED28	0.0013874548188510364	0.6214732784488903	0.227	0.022	1	C4_CD4_Cytotoxic|Th1_IFNG
HMGN2	0.001429306301301101	0.6731703106705115	0.379	0.133	1	C4_CD4_Cytotoxic|Th1_IFNG
ITGA4	0.001451240608226717	0.7924061545798406	0.22	0.022	1	C4_CD4_Cytotoxic|Th1_IFNG
URM1	0.0014750991777928541	0.6380520322233051	0.222	0.022	1	C4_CD4_Cytotoxic|Th1_IFNG
F5	0.0014762274963418477	0.8546098913824682	0.351	0.111	1	C4_CD4_Cytotoxic|Th1_IFNG
IKZF3	0.0014944449365068453	-0.6085007749559692	0.121	0.267	1	C4_CD4_Cytotoxic|Th1_IFNG
TMEM14B	0.0016055311633087943	0.6577421685525878	0.32	0.089	1	C4_CD4_Cytotoxic|Th1_IFNG
SLC39A8	0.001637639930200536	-0.5044225778965763	0.053	0.156	1	C4_CD4_Cytotoxic|Th1_IFNG
RUNX3	0.001645513007301715	-0.44266310434528666	0.395	0.6	1	C4_CD4_Cytotoxic|Th1_IFNG
CD59	0.0016629676593773333	-0.5401786706709559	0.108	0.244	1	C4_CD4_Cytotoxic|Th1_IFNG
MBD6	0.0017051196790630367	-0.4219658411758532	0.031	0.111	1	C4_CD4_Cytotoxic|Th1_IFNG
TMEM165	0.0017417399753789358	0.7300339173493182	0.346	0.111	1	C4_CD4_Cytotoxic|Th1_IFNG
DDX56	0.0018087916240747245	0.6965848668571988	0.341	0.111	1	C4_CD4_Cytotoxic|Th1_IFNG
USP15	0.0018272659425739065	0.7533075769056398	0.333	0.111	1	C4_CD4_Cytotoxic|Th1_IFNG
LRBA	0.0018916769058331625	0.815547244566976	0.25	0.044	1	C4_CD4_Cytotoxic|Th1_IFNG
NPEPPS	0.0019027875218616968	0.7065221139934333	0.209	0.022	1	C4_CD4_Cytotoxic|Th1_IFNG
PKIA	0.001993659214813441	0.6890610930684875	0.31	0.089	1	C4_CD4_Cytotoxic|Th1_IFNG
MDH2	0.0019999488874771565	0.5559051381117432	0.503	0.222	1	C4_CD4_Cytotoxic|Th1_IFNG
ATXN1	0.0020112640843140427	0.8395617700137358	0.326	0.111	1	C4_CD4_Cytotoxic|Th1_IFNG
HLA-DQB1	0.0020717891678280025	-0.7908545636399456	0.055	0.156	1	C4_CD4_Cytotoxic|Th1_IFNG
IK	0.0020839815853307946	0.7549607941335827	0.327	0.111	1	C4_CD4_Cytotoxic|Th1_IFNG
TRMT1	0.002116090392250396	0.727445932125049	0.388	0.156	1	C4_CD4_Cytotoxic|Th1_IFNG
GABPB1-AS1	0.002120931584442593	-0.6122791297032545	0.143	0.289	1	C4_CD4_Cytotoxic|Th1_IFNG
CASK	0.0021274084316833712	-0.6262958489282967	0.043	0.133	1	C4_CD4_Cytotoxic|Th1_IFNG
TIMM8A	0.00218295430195195	0.5778799913202304	0.315	0.089	1	C4_CD4_Cytotoxic|Th1_IFNG
WDR37	0.0022224814481388794	-0.4488666765974364	0.043	0.133	1	C4_CD4_Cytotoxic|Th1_IFNG
IFITM2	0.0022575619776123326	0.6370219115717568	0.613	0.333	1	C4_CD4_Cytotoxic|Th1_IFNG
PSMA4	0.002262274669012295	0.48217826752030435	0.439	0.178	1	C4_CD4_Cytotoxic|Th1_IFNG
YDJC	0.0022651300858080752	-0.7412823327248643	0.276	0.422	1	C4_CD4_Cytotoxic|Th1_IFNG
ZFAND5	0.002337314718671166	-0.7561846696766631	0.171	0.311	1	C4_CD4_Cytotoxic|Th1_IFNG
TAP1	0.002344112822227965	0.7526640926927117	0.526	0.289	1	C4_CD4_Cytotoxic|Th1_IFNG
CBR1	0.0023525981638628716	0.6303266099706586	0.244	0.044	1	C4_CD4_Cytotoxic|Th1_IFNG
FKBP8	0.0024806278096053	0.6564573690406885	0.238	0.044	1	C4_CD4_Cytotoxic|Th1_IFNG
GUK1	0.0024959931309935786	0.6623454472509568	0.499	0.267	1	C4_CD4_Cytotoxic|Th1_IFNG
MARS	0.0025149010118153824	0.6762128774350258	0.409	0.178	1	C4_CD4_Cytotoxic|Th1_IFNG
GPI	0.0026057805265700565	0.726006076423571	0.499	0.244	1	C4_CD4_Cytotoxic|Th1_IFNG
H2AFZ	0.002606052788103875	0.6588960557351724	0.636	0.422	1	C4_CD4_Cytotoxic|Th1_IFNG
MTRNR2L12	0.002650528213828008	1.0352640065332794	0.958	0.867	1	C4_CD4_Cytotoxic|Th1_IFNG
SGPP2	0.002670904641796192	0.6519947372684617	0.237	0.044	1	C4_CD4_Cytotoxic|Th1_IFNG
DDIT4	0.002677142748827631	-0.8413291850973958	0.356	0.511	1	C4_CD4_Cytotoxic|Th1_IFNG
CRIP1	0.002688914391137091	0.614917421350314	0.169	0	1	C4_CD4_Cytotoxic|Th1_IFNG
KCNK5	0.0028115799427764036	0.5244860652218748	0.21	0.022	1	C4_CD4_Cytotoxic|Th1_IFNG
TSFM	0.0028239958569260767	0.5789271414421889	0.204	0.022	1	C4_CD4_Cytotoxic|Th1_IFNG
GCNT1	0.0028373872064533312	-0.5774156372154546	0.069	0.178	1	C4_CD4_Cytotoxic|Th1_IFNG
TPI1	0.0028530098695768646	0.46175491495397614	0.905	0.822	1	C4_CD4_Cytotoxic|Th1_IFNG
SEC62	0.0028548530295255054	-0.5674756980140581	0.496	0.622	1	C4_CD4_Cytotoxic|Th1_IFNG
ARL6IP4	0.002876501549285771	0.6753925501834135	0.353	0.133	1	C4_CD4_Cytotoxic|Th1_IFNG
PTMS	0.002877813050213911	0.7618710311451289	0.24	0.044	1	C4_CD4_Cytotoxic|Th1_IFNG
PYCR1	0.002907197815628255	0.46883856133982266	0.279	0.067	1	C4_CD4_Cytotoxic|Th1_IFNG
CTSB	0.0029185581853774616	0.7271152839687045	0.33	0.111	1	C4_CD4_Cytotoxic|Th1_IFNG
POLR2B	0.0031698973334013483	0.6785435123986706	0.266	0.067	1	C4_CD4_Cytotoxic|Th1_IFNG
AFG3L2	0.0031778542124040665	0.5512594755344639	0.278	0.067	1	C4_CD4_Cytotoxic|Th1_IFNG
S100A10	0.003184323257242272	0.5852867533405346	0.575	0.311	1	C4_CD4_Cytotoxic|Th1_IFNG
PSMD13	0.0031855885613147027	0.6662747586216584	0.605	0.378	1	C4_CD4_Cytotoxic|Th1_IFNG
ARMH1	0.0032055162489521075	0.6939269680644096	0.195	0.022	1	C4_CD4_Cytotoxic|Th1_IFNG
RTF2	0.0032179365694576445	0.6088091345001896	0.306	0.089	1	C4_CD4_Cytotoxic|Th1_IFNG
EIF1AX	0.0032354236470987677	-0.4945471182774206	0.605	0.756	1	C4_CD4_Cytotoxic|Th1_IFNG
IL18R1	0.0032416649532770684	0.7201649487742384	0.198	0.022	1	C4_CD4_Cytotoxic|Th1_IFNG
SMC5	0.0032994183180477836	0.7536448133055014	0.401	0.178	1	C4_CD4_Cytotoxic|Th1_IFNG
MFF	0.0033125338686145326	0.5506531882685717	0.275	0.067	1	C4_CD4_Cytotoxic|Th1_IFNG
EIF4A1	0.003320195110251683	-0.45728722662320553	0.614	0.733	1	C4_CD4_Cytotoxic|Th1_IFNG
SLAMF6	0.0033224244197952303	0.6707534646790683	0.198	0.022	1	C4_CD4_Cytotoxic|Th1_IFNG
PSMB10	0.003326572848136649	0.6005109629628971	0.272	0.067	1	C4_CD4_Cytotoxic|Th1_IFNG
NCOA7	0.0034554566913801016	0.6123431082858014	0.299	0.089	1	C4_CD4_Cytotoxic|Th1_IFNG
COPE	0.003486649887436843	0.6230186680426423	0.503	0.267	1	C4_CD4_Cytotoxic|Th1_IFNG
POLR2G	0.003594368055818315	0.5204444815587281	0.239	0.044	1	C4_CD4_Cytotoxic|Th1_IFNG
CYC1	0.0036534026210292714	0.6100206795597014	0.405	0.178	1	C4_CD4_Cytotoxic|Th1_IFNG
INTS10	0.003726987188383626	0.596612716471194	0.231	0.044	1	C4_CD4_Cytotoxic|Th1_IFNG
UQCR10	0.003823336667894023	0.5571143049454157	0.638	0.378	1	C4_CD4_Cytotoxic|Th1_IFNG
ZNRD1	0.003825915304544847	0.5116997094816734	0.352	0.133	1	C4_CD4_Cytotoxic|Th1_IFNG
PSMB9	0.003846509737184212	0.783358715679955	0.468	0.267	1	C4_CD4_Cytotoxic|Th1_IFNG
ATP6V1F	0.003890570206668473	0.5645731148161129	0.357	0.133	1	C4_CD4_Cytotoxic|Th1_IFNG
IRF2BP2	0.003896629838826258	0.7822826817561056	0.335	0.133	1	C4_CD4_Cytotoxic|Th1_IFNG
GTF2A2	0.0039143175794593395	0.5016785739745702	0.501	0.244	1	C4_CD4_Cytotoxic|Th1_IFNG
ADSS	0.003937471931459069	0.6260676999939472	0.431	0.2	1	C4_CD4_Cytotoxic|Th1_IFNG
MAP7D3	0.004049815374438264	-0.4089836642557113	0.099	0.222	1	C4_CD4_Cytotoxic|Th1_IFNG
LINC01480	0.004162079088539342	0.8084148036426608	0.191	0.022	1	C4_CD4_Cytotoxic|Th1_IFNG
DNAJB9	0.004184227106553224	-0.6201033799898692	0.138	0.267	1	C4_CD4_Cytotoxic|Th1_IFNG
YBX1	0.0042643753019374125	0.2986181636905383	0.955	0.933	1	C4_CD4_Cytotoxic|Th1_IFNG
TOMM5	0.004332452212078088	0.5125081909739757	0.789	0.644	1	C4_CD4_Cytotoxic|Th1_IFNG
HNRNPH3	0.004350338697254408	0.5883086610773609	0.559	0.333	1	C4_CD4_Cytotoxic|Th1_IFNG
WDR83OS	0.004481041430763731	0.5534681809103237	0.568	0.311	1	C4_CD4_Cytotoxic|Th1_IFNG
TNFSF11	0.0045196872253361105	0.6536626223060086	0.153	0	1	C4_CD4_Cytotoxic|Th1_IFNG
UFD1	0.004524297986331171	0.5662091744506813	0.189	0.022	1	C4_CD4_Cytotoxic|Th1_IFNG
CSF2	0.004534934509691832	-1.8898937165568426	0.241	0.4	1	C4_CD4_Cytotoxic|Th1_IFNG
TRAPPC1	0.004581345784265547	0.6001736437602385	0.259	0.067	1	C4_CD4_Cytotoxic|Th1_IFNG
DENR	0.004620546043281587	0.5838921266671311	0.288	0.089	1	C4_CD4_Cytotoxic|Th1_IFNG
PHB2	0.004688634035983478	0.5715893961996783	0.556	0.311	1	C4_CD4_Cytotoxic|Th1_IFNG
PPIA	0.004715934087458404	0.3068251442373606	0.957	0.933	1	C4_CD4_Cytotoxic|Th1_IFNG
NPM1	0.004733286368296629	0.2523241056964567	0.988	1	1	C4_CD4_Cytotoxic|Th1_IFNG
SMARCC1	0.004774680796523468	0.7127439709670258	0.302	0.111	1	C4_CD4_Cytotoxic|Th1_IFNG
ATG3	0.004776255119167219	0.6292443095044207	0.248	0.067	1	C4_CD4_Cytotoxic|Th1_IFNG
NSA2	0.004801494257117939	0.5675501332590713	0.6	0.378	1	C4_CD4_Cytotoxic|Th1_IFNG
BCL2L1	0.004870447600613711	0.6592549323463193	0.561	0.356	1	C4_CD4_Cytotoxic|Th1_IFNG
PSMB3	0.004961742444101733	0.42089730739377496	0.818	0.644	1	C4_CD4_Cytotoxic|Th1_IFNG
FPGS	0.004965157718823057	0.5981608586930781	0.22	0.044	1	C4_CD4_Cytotoxic|Th1_IFNG
MLLT1	0.005028732624906039	-0.48861830895693953	0.103	0.222	1	C4_CD4_Cytotoxic|Th1_IFNG
STAT1	0.005061938086891579	0.437841678492064	0.331	0.111	1	C4_CD4_Cytotoxic|Th1_IFNG
N4BP1	0.005116908299361362	-0.4320984081886863	0.047	0.133	1	C4_CD4_Cytotoxic|Th1_IFNG
ARHGEF1	0.005566520702359623	0.5094746807848132	0.259	0.067	1	C4_CD4_Cytotoxic|Th1_IFNG
GNPDA1	0.005634866843557139	0.6081348401439565	0.277	0.089	1	C4_CD4_Cytotoxic|Th1_IFNG
SESN3	0.00566879046855149	0.7064191537087141	0.219	0.044	1	C4_CD4_Cytotoxic|Th1_IFNG
PLEKHA2	0.005689380149820209	-0.38070262906770336	0.047	0.133	1	C4_CD4_Cytotoxic|Th1_IFNG
PPP2CB	0.005801226311694253	-0.47912194543197556	0.062	0.156	1	C4_CD4_Cytotoxic|Th1_IFNG
RGCC	0.005809619496670434	0.3966343761040161	0.823	0.6	1	C4_CD4_Cytotoxic|Th1_IFNG
